,data_index,created_at,post_id,user_id,user_name,screen_name,user_location,profile_url,profile_description,quote_count,reply_count,retweet_count,favorite_count,lang,followers_count,verified,friends_count,listed_count,statuses_count,profile_created_at,profile_image_url,media_url,retweeted_media_url,profile,google_entities,spam,clean
501,501,Thu Apr 15 09:54:44 +0000 2021,1382633480815841024,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,39,82,13,52,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/EzAZmX1XMAEMFUC.jpg,,BenefitUK,"{'google_entities_name': ['changes', 'changes', 'policies', 'reviews', 'action', 'many', 'https://t.co/0G7ledydRC', '0'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER', 'OTHER', 'NUMBER']}",0,"Youve told us, weve listened, weve made some changes. Like all policies live in action, reviews and changes will need to happen, and today we have done that to ensure we can welcome as many of you back as possible, safely."
502,502,Thu Feb 18 17:37:10 +0000 2021,1362456133785518080,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,1,16,5,48,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/Euhpv5qWgAEBdvM.jpg,,BenefitUK,"{'google_entities_name': ['length', 'FORCE', 'mineral', 'wand', 'Magnet mascara', 'core', 'magnet', 'lengths', 'lashes', 'lashes'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'OTHER']}",1,Extreme length with a magnetic FORCE with our brand NEW powerfully attractive They're Real! Magnet mascara The wand's magnetic core + the magnetic mineral enriched formula = draws out lashes to EXTREME lengths Real magnet. Unreal lashes theyre real magnet
503,503,Fri Jul 31 12:27:52 +0000 2020,1289175948944749056,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,3,13,2,29,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/EeQSrXvXoAUDFB2.jpg,,BenefitUK,"{'google_entities_name': ['Benebabes', 'line', 'government guidance', 'Brow Services', 'beauty break', 'tips', 'home', 'https://t.co/vV8Pr0JvtM', '1/2'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER', 'ORGANIZATION', 'EVENT', 'OTHER', 'LOCATION', 'OTHER', 'NUMBER']}",0,"(1/2) Benebabes! In line with todays government guidance, our Brow Services will continue to remain on a beauty break. In the meantime, well keep helping you to tame and maintain at home, so stay tuned here for some more brow-raising tips!"
504,504,Fri Mar 13 13:16:36 +0000 2020,1238453913331864064,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,3,15,11,68,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/ES_fLJ7XkAA4nCg.jpg,,BenefitUK,"{'google_entities_name': ['measure', 'response', 'COVID-19', 'beauty break', 'notice', 'services', 'inconvenience', 'safety', 'customers', 'employees'], 'google_entities_type': ['OTHER', 'OTHER', 'LOCATION', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'PERSON']}",0,"As a precautionary measure in response to COVID-19, were taking a brief beauty break from all services until further notice. Were sorry for the inconvenience, but please know we are doing this to protect the health &amp; safety of our customers (you!) and our Benefit employees."
506,506,Tue Oct 15 15:12:39 +0000 2019,1184124937050738944,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,3,6,12,60,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/EG7bWkVWoAAJu9d.jpg,,BenefitUK,"{'google_entities_name': ['DEAL ALERT', 'bronzer', 'cheek tint', 'BANG!', 'BADgal', 'Benetint', 'mascara', 'Brow Styler', 'edition', 'set'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'ORGANIZATION', 'OTHER', 'PERSON', 'OTHER', 'OTHER']}",0,"DEAL ALERT What if we told you, you could get FULL SIZE Hoola bronzer, Benetint cheek tint, BADgal BANG! mascara AS WELL AS new Brow Styler for just when usually these would cost Head over to to shop this limited edition set."
507,507,Mon Oct 07 08:10:51 +0000 2019,1181119682159563008,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,0,0,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/EGQuFt2XkAAyJnZ.jpg,,BenefitUK,"{'google_entities_name': ['@spuds82', 'match', 'image', 'Thanks'], 'google_entities_type': ['OTHER', 'EVENT', 'WORK_OF_ART', 'OTHER']}",0,"Hi gorgeous! Thanks for reaching out, please see image attached to find your perfect match x"
508,508,Mon Sep 23 07:56:00 +0000 2019,1176042517239934976,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,3,0,1,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/EFIkb2VWkAAvLgb.jpg,,BenefitUK,"{'google_entities_name': ['@Kirstendoidge', 'foundation', 'shade', 'image', 'Hello Flawless Oxygen Wow', 'Xx https://t.co/zLBXv5bCq1'], 'google_entities_type': ['PERSON', 'ORGANIZATION', 'OTHER', 'WORK_OF_ART', 'OTHER', 'OTHER']}",0,Hi gorgeous! Our Hello Flawless Oxygen Wow foundation has now been discontinued please see image attached to help you find your perfect shade! Xx
509,509,Mon Aug 12 08:54:38 +0000 2019,1160836981301101056,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,1,0,0,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/EBwfFHhWkAAICAc.jpg,,BenefitUK,"{'google_entities_name': ['@astrid_hall', 'powder', 'velvet powder', 'shade', 'shade chart'], 'google_entities_type': ['OTHER', 'CONSUMER_GOOD', 'CONSUMER_GOOD', 'OTHER', 'OTHER']}",0,"Hi gorgeous, YES.. However if you love that powder you will love our hello happy velvet powder! Heres a shade chart to help you match your shade xx"
510,510,Mon Jul 29 09:51:30 +0000 2019,1155777863452226048,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,0,0,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/EAol1oTXoAALxpK.jpg,,BenefitUK,"{'google_entities_name': ['@michelle9966k', 'product', 'hello flawless', 'shade guide', 'shade', 'velvet powder', 'Xx https://t.co/hdioIVWA95'], 'google_entities_type': ['OTHER', 'CONSUMER_GOOD', 'OTHER', 'OTHER', 'OTHER', 'CONSUMER_GOOD', 'OTHER']}",0,"Hi gorgeous, were so sorry but this product is now discontinued so you may struggle to get it! However if you love hello flawless, you will LOVE our new hello happy velvet powder! Heres a shade guide to help you match your shade! Xx"
511,511,Thu Jul 18 07:30:26 +0000 2019,1151756093879721984,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,1,0,0,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/D_vcDzzXkAA8vgt.jpg,,BenefitUK,"{'google_entities_name': ['hello flawless', '@jomariemiles', 'velvet powder foundation', 'shade', 'shade guide', 'store', 'https://t.co/nnxWHIaQFA'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER']}",0,"Hi gorgeous, yes we have discontinued hello flawless. However if you loved hello flawless, we think you will LOVE our new hello happy velvet powder foundation. Pop into store to get shade matched, heres a shade guide attached however"
512,512,Tue May 01 08:53:34 +0000 2018,991239191790006272,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,4,20,33,140,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/DcGWu6NWAAIjVFT.jpg,,BenefitUK,"{'google_entities_name': ['something', 'brow questions', 'brow query', 'https://t.co/EIk8J4SLzq'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER', 'OTHER']}",0,"We are filming something super exciting this week, and we would love to know ANY brow questions you have! There is no brow query too big or too small, what would you like to know gorgeous? xx"
513,513,Tue Aug 01 08:06:10 +0000 2017,892295375570296832,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,1,6,32,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/DGIR5u3U0AAUWKi.jpg,,BenefitUK,"{'google_entities_name': ['FB', 'beauty products', '@MyBeautyMatches 😍😍 xx https://t.co/qisGnoizgU'], 'google_entities_type': ['OTHER', 'CONSUMER_GOOD', 'OTHER']}",0,"Tune into FB LIVE at lunchtime today, where we will be talking through our fave beauty products with xx"
514,514,Mon Jul 31 18:35:38 +0000 2017,892091398958329856,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,6,34,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/DGFYY_qW0AAjTve.jpg,,BenefitUK,"{'google_entities_name': ['beauty products', 'products', '@MyBeautyMatches', 'https://t.co/gS3LMniYtF'], 'google_entities_type': ['CONSUMER_GOOD', 'CONSUMER_GOOD', 'PERSON', 'OTHER']}",0,Struggling to find your perfect beauty products? can recommend which products work best for YOU
515,515,Thu Jun 08 15:05:53 +0000 2017,872832055285096448,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,1,12,8,114,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/DBzsGxqXYAAugDF.jpg,,BenefitUK,"{'google_entities_name': ['POREfessional https://t.co/LwXq58tv34', 'POREfessional 💕'], 'google_entities_type': ['OTHER', 'OTHER']}",1,"Tell us gorgeous, why do you love POREfessional pore fessional"
516,516,Sun Mar 12 12:40:10 +0000 2017,840905254422118400,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,1,7,62,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C6t-3wsWYAA-15L.jpg,,BenefitUK,"{'google_entities_name': ['hands', 'deal', 'hervana', 'posie balm', 'rollerlash', 'heart mirror', '@qvcuk', '£43.23', '1', '43.23'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER', 'OTHER', 'CONSUMER_GOOD', 'OTHER', 'OTHER', 'PRICE', 'NUMBER', 'NUMBER']}",0,"Get your hands on this must have deal! Our heart mirror, rollerlash, posie balm and hervana for just (+P&amp on at pm today"
517,517,Wed Feb 08 12:41:10 +0000 2017,829309095014494208,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,3,9,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gNbpbUoAAvk_x.jpg,,BenefitUK,"{'google_entities_name': ['@bumpkinlifeblog', 'resolutions', '#beyourownhero', '8'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER', 'NUMBER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
518,518,Mon Jan 30 19:03:30 +0000 2017,826143819473235968,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,2,8,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gNhN1UkAAADEz.jpg,,BenefitUK,"{'google_entities_name': ['@ezmereldine', 'resolutions', '#beyourownhero'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
519,519,Mon Jan 30 19:01:27 +0000 2017,826143304848900096,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,1,0,2,8,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gM3jHUQAAnzR8.jpg,,BenefitUK,"{'google_entities_name': ['@ezmereldine', 'resolutions', '#beyourownhero', 'https://t.co/tDUfyuHBaG'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
520,520,Mon Jan 30 18:59:48 +0000 2017,826142887876427776,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,2,7,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gNkB4UUAA6cyl.jpg,,BenefitUK,"{'google_entities_name': ['@ezmereldine', 'resolutions', '#beyourownhero', '7'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER', 'NUMBER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
521,521,Wed Jan 25 17:41:51 +0000 2017,824311331805396992,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,0,4,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gMf26UoAE21mC.jpg,,BenefitUK,"{'google_entities_name': ['@TheGlasgowGirl_', 'resolutions', '#beyourownhero', 'https://t.co/Vnp0ktvAws'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
522,522,Mon Jan 23 15:08:10 +0000 2017,823547883358191616,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,1,5,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gNVZiUoAAHUZ-.jpg,,BenefitUK,"{'google_entities_name': ['@MrsAAshman', 'resolutions', 'https://t.co/rADN7zJzM7'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
523,523,Mon Jan 23 13:45:34 +0000 2017,823527096966402048,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,1,2,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gM-H8VQAEmb9T.jpg,,BenefitUK,"{'google_entities_name': ['@TheGlasgowGirl_', 'resolutions', '#beyourownhero'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
524,524,Mon Jan 23 13:37:19 +0000 2017,823525017342373888,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,1,4,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gNVZiUoAAHUZ-.jpg,,BenefitUK,"{'google_entities_name': ['@Smileaway___', 'resolutions', 'https://t.co/rADN7zJzM7'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
525,525,Mon Jan 23 13:35:44 +0000 2017,823524619911135232,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,0,2,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gQM2nVQAMmrGT.jpg,,BenefitUK,"{'google_entities_name': ['@Smileaway___', 'resolutions', '#beyourownhero'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
526,526,Mon Jan 23 13:21:52 +0000 2017,823521130405330944,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,0,1,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gNhN1UkAAADEz.jpg,,BenefitUK,"{'google_entities_name': ['@LuceC92', 'resolutions', '#beyourownhero'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
527,527,Mon Jan 23 12:54:34 +0000 2017,823514258549932032,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,1,1,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gNVZiUoAAHUZ-.jpg,,BenefitUK,"{'google_entities_name': ['@HanTPhotography', 'resolutions', 'https://t.co/rADN7zJzM7'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
528,528,Mon Jan 23 12:30:11 +0000 2017,823508122568429568,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,0,0,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gMf26UoAE21mC.jpg,,BenefitUK,"{'google_entities_name': ['@BethScoblePhoto', 'resolutions', '#beyourownhero', 'https://t.co/Vnp0ktvAws'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
529,529,Mon Jan 23 11:43:55 +0000 2017,823496482774863872,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,1,3,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gNYd7VEAE0Uam.jpg,,BenefitUK,"{'google_entities_name': ['@inmialand', 'resolutions', '#beyourownhero'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
530,530,Mon Jan 23 11:43:01 +0000 2017,823496255045332992,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,1,3,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gMdkYUoAAzcIW.jpg,,BenefitUK,"{'google_entities_name': ['@LifeThroughTSG', 'resolutions', '#beyourownhero', '2'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER', 'NUMBER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
531,531,Mon Jan 23 11:40:54 +0000 2017,823495722683236352,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,0,1,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gMX_hVQAAMnpr.jpg,,BenefitUK,"{'google_entities_name': ['@MissBeautyEmily', 'resolutions', '#beyourownhero'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
532,532,Mon Jan 23 11:39:18 +0000 2017,823495317635166208,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,0,1,2,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gM-H8VQAEmb9T.jpg,,BenefitUK,"{'google_entities_name': ['@Jade1872', 'resolutions', '#beyourownhero'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
533,533,Sat Jan 21 17:19:08 +0000 2017,822856064521633792,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,1,1,7,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C1gL7wFUcAAAuKT.jpg,,BenefitUK,"{'google_entities_name': ['@Vickis_Beauty', 'resolutions', 'https://t.co/PlDT0oao69'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
534,534,Sat Jan 21 13:40:18 +0000 2017,822800994300022784,289275675,Benefit Cosmetics UK,BenefitUK,United Kingdom,http://www.benefitcosmetics.co.uk,The place to chat all things Benefit from Mon-Fri 9am-5pm. Email customercareuk@benefitcosmetics.com for anything customer service related 💋,0,2,10,45,en,253006,True,1694,526,77409,Thu Apr 28 10:38:57 +0000 2011,https://pbs.twimg.com/profile_images/656096612448468992/Ha-ENJDj_normal.png,https://pbs.twimg.com/media/C2stJJRWQAAiwnV.jpg,,BenefitUK,"{'google_entities_name': ['family', 'chance', 'duo eyeshadow', '@qvcuk', '3', '0'], 'google_entities_type': ['PERSON', 'OTHER', 'CONSUMER_GOOD', 'PERSON', 'NUMBER', 'NUMBER']}",1,They're real family is expanding! Don't miss your chance to get the NEW they're real duo eyeshadow early! Tune into at pm a good pair
