,x,y,labels,docs
234,2.1554995,4.2544193,8,"All of our fluffy PJ dreams have come true with this set Top /8, Bottoms /14"
235,2.3496141,4.505476,8,"Let's hear it for sweater vests Still very much having a moment, and no sleeves = the perfect in-between weather staple Vest /15"
236,2.6837978,4.3791413,8,pm on a Friday feels Cardi /19
237,3.9728723,-0.7300874,46,Bring some vitamin D to your wardrobe with our sunset knits Guaranteed good vibes all round
238,3.2696595,1.0145946,10,It's a vibe Let us know below which pieces you've added to your Primark shopping list
239,2.4547174,4.595105,8,"Knitwear szn is approaching, get ahead with this cutie Jumper /19"
240,2.5404167,4.3941426,8,Landing this week: Must-have mules Block mules /14
241,2.795903,4.1993604,8,Seamfree sets for all Search 'Thanks_its_my_sisters' on insta Prices from /4
242,3.6391628,1.2359074,23,Happy Virgo SZN Tell us you're a Virgo without actually telling us!
243,2.6085796,4.531057,8,"Ok WOW Search 'grandykat' on insta Wrap shirt /16, Midi skirt /17"
244,2.473254,3.898932,-1,Tell me you love Winnie The Pooh without telling me you love Winnie The Pooh Stationery from /2
245,2.6865313,4.338654,8,Revolving our weekend fit around these beauties Search 'beauty_yous' on insta Mules /10
246,3.4675753,-0.140767,16,Our latest Mickey Mouse collection looking iconic in-store primark x disney
247,3.4262178,0.45186985,22,"A few of our fave things: Soft PJs, Disney and"
248,2.476384,4.3648934,8,Add a '90s vibe to your look with these cuties Bags /12
249,3.4323232,1.1507831,10,Some new arrivals to add to the shopping list
250,2.7672517,4.427369,8,This look is everything Search 'danclemt' on insta Premium linen jacket /45
251,2.2409983,2.4248853,48,Sundays are for suds Might just gift this bath fizzer set to myself Only /4.50
252,3.036737,0.9105926,10,Some inspo for your next Primark trip
253,2.0975587,4.3112803,8,Movie night ready looney tunes PJ set /13
254,0.17988956,-2.0207205,18,Let's settle the debate! Squareletto or Coffin ? Let us know below!
255,2.3806832,4.4594007,8,Wearing this cosy number for the foreseeable Jumper /14
256,4.074024,-1.3954549,23,"Achieve retreat-levels of relaxation with our latest homeware collections warm neutral hues, organic details and textured fabrications"
257,2.1796322,4.356826,8,"Hot choc and soft PJ's, name a cosier duo Eeyore set /13"
258,2.385199,3.9330468,-1,This Winnie The Pooh stationery is un-bear-ably cute! Stationery starting from /2
259,2.6744936,4.1663656,8,"A reminder that your fave seam-free sets are back in store, in multiple colours! Go go Prices from /4"
260,3.5315418,1.218506,31,The much-loved poplin shirts are back! The perfect oversized fit to layer over any look
261,2.5772705,0.92435426,43,Sunday snoozes brought to you by Primark Home Who else is staying in bed this morning?
262,2.5285738,1.2113628,57,"Our ""Can we go to Primark this afternoon?"" face"
263,2.2617502,4.372295,8,Say aloha to the cutest stitch PJs Set /17
264,3.164699,0.9017277,10,"Get your best 'Thanks, it's from Primark!' ready"
265,2.2805629,4.3527026,8,No better feeling than stepping into these fluffy heroes after a long day Slippers /8
266,2.41969,4.491498,8,Go-to cardis for sunny days and beyond Knitwear from /16
267,2.406327,4.5218015,8,WFH = working from hammock Hammock /8
268,2.6397803,4.136527,8,"Guess who's back, back again Who's stocking up? Seamfree sets from /4"
269,2.5273836,4.386912,8,Just bringing these new-in beauties to your attention Bags /8/$10
270,2.5031767,4.580166,8,"Just letting you know THIS co-ord exists Top /14, Trousers /19"
271,2.2417738,4.2750907,8,What an adorable start to the day Bambi PJs from /8
272,4.218786,-0.648286,37,Spark joy in our whimsical prints and serve up smiles all round
273,2.5075355,4.5265684,8,Pop on this cardi and let the where did you get that? comments roll in Cardigan /19
274,2.4585822,4.5603857,8,"Oh yeah, we do rugs now Pillows from /12, Rug /16"
275,2.5168874,4.5703764,8,New now: the sweetest summer knitwear Cardi /19
276,2.587211,4.2460504,8,Newness alert Which colour is your fave? Bags /8
277,2.061612,2.1591957,30,My vibe right now is just iving life (in loungewear)
278,2.6535897,0.6802177,-1,Sunday evening self-care with new Primark PJs for after kinda mood
279,3.7942262,-0.82912636,46,TY block heels for taking us from day to night in comfort while looking glam every time
280,2.2875617,1.1820227,-1,If you're wearing primark tonight let us see in the replies
281,1.4202539,1.1523193,56,Still not over this co-ord tbh
282,2.2053568,1.421191,-1,Just wanted to show the Friday night fit What are your plans tonight?
283,3.6667829,-0.38217,27,"JUST DROPPED: nyx cosmetics x sex education Our beauty essentials got a Moordale makeover! Inspired by your Moordale faves of , this limited edition collection is serving straight A's across the board"
284,4.6707015,0.9944913,53,Set your alarms nyx cosmetics x sex education
285,2.175805,-1.4641585,39,LONDON We are hosting a MEET &amp; GREET with and in Oxford Street this Thursday (20th Feb) from -7pm to celebrate our SOLD OUT collection The first people in the queue will receive a goody bag worth over !
286,4.5670896,0.9092954,53,Never settle || Shop our collection online now: nyx cosmetics for sabrina nyx cosmetics uk caos
287,4.639865,0.996707,53,Evil has never felt this good Shop the nyx cosmetics for sabrina collection now on caos
288,3.7431264,1.4601408,23,Summer Sale time!  off selected eye products!
289,1.4393157,-1.5435582,16,Have you met our uk face awards Top yet?! Come say 'hi'
290,-0.39420962,-1.0038556,34,So true RT : things every 's teen girl did during the summer holidays
291,3.896264,-0.168675,-1,Mega Shine Lip Gloss has  off - ends today! The perfect treat for Mum this mothers day
292,4.1336327,0.21912374,46,Stuck for mothers day gift ideas? We have the perfect nyx treat!  off Mega Shine Lip Gloss
293,2.0242188,-2.462114,-1,We are ready to go come and visit us on stand D19!
294,4.4183955,0.87627876,53,The NYX Advance Kit has had a revamp and is now back in stock! Check it our here: mua nyx
295,4.574587,0.9684125,53,Are you ready for The Ultimate Sale? It's happening now over on the NYX UK website b bloggers
296,4.331548,0.87961966,53,We &lt;3 NYX Girls Polish! Get for now over on the NYX UK website:
297,4.6807194,1.1382723,53,Stock up on NYX Girls Polish with for ! b bloggers
298,4.375885,0.91506743,53,Free Delivery on ANY order over on the NYX UK Website Just in time for Christmas!
299,4.0637703,0.9442232,25,Let the excitement commence. Our Macaron Lippies are now available from online:
300,4.921997,-0.036557242,18,lines her lips with Slim Lip Pencil in Peakaboo Neutral and tops off with Butter Gloss in Maple Blondie
301,4.3948984,1.1245211,53,Black Friday has come early to NYX!  OFF Everything!* *See website for T&amp;C's
302,4.11879,0.8657371,25,raves about our Liquid Crystal Liner! Get yours here:
303,4.984214,0.22647947,46,used our Jumbo Eye Pencil in 'Milk' in her waterline as a liner.
304,1.9232402,0.7154286,-1,About half an hour left to get  off these lil multi-taskers!
305,2.2872374,0.7514613,-1,Get  off these beauties for a limited time today!
306,1.6319404,-2.3065138,26,one month to christmas celebrate with  off S114 Smoky Look Collection! Till pm today..
307,4.653991,0.620359,53,"""Glittery goodness, I highly recommend these NYX Cosmetics Roll On Shimmer sticks!"""
308,1.8701981,0.97707546,41,Guess what's got  off for hours?!
309,4.9083977,0.24777141,46,IG user uses our Slim Lip Pencil in Prune for the perfect pout. Shop now:
310,4.218631,0.20030086,53,Want to know how to create the BEST eyeliner looks? Try our Two Timer. Get yours
311,4.512881,0.65262246,53,"-does-makeup ""A soft glam look with all nyx cosmetics"" Get the look from :"
312,3.8350947,0.6384833,-1,"IG user loves her NYX goodies, get all three from"
313,3.4092891,0.7311942,54,Who would like to get their hands on these beautiful glosses? Head over to
314,4.9181767,0.1710168,46,"-dee perfected her brows using our Eyebrow Cake Powder in ""Dark Brown"""
315,4.591448,0.5435754,53,"""NYX Chunky Dunk Hydrating Lippie. I love it!"" . Get yours from :"
316,4.531784,0.35908896,46,Early Stocking filler ideas! Get Buy Get Free on Jumbo Lip Pencils today!
317,4.861966,0.18670815,46,Use our Jumbo Eye Pencils to highlight your inner corner for an instant highlight! Cc: jessiiistephiii.
318,4.97291,1.0185167,-1,Read st review on Jumbo Lip Pencil and Roll on Shimmer here: b bloggers
319,4.042359,0.4285731,22,shows us her swatches of our Nude On Nude Palette get yours from
320,4.218086,0.5812453,52,Shop our Invincible Foundation and Prep and prime with our Pore Filler:
321,4.93906,1.076157,-1,st review is up here Jumbo Lip Pencil and Roll On Shimmer reviewed! b bloggers
322,4.2128277,0.11037168,9,"One drop of our BB cream leaves you looking, and feeling flawless. Get one from"
323,4.182895,0.46676064,46,"IG user loves our ""dream catcher palette. Great colours that really pop"" Get yours from Next now"
324,4.165133,0.5803407,52,"Shop our fab Angel Veil Skin Perfect Primer at select Next stores, store list here:"
325,4.1756053,0.89701426,52,Phlora P. Makeup loves our Butter Lipgloss get yours from . Store list here:
326,3.184084,1.4972928,31,We have just launched our Halloween Competition! Find out how to enter via our website
327,4.4005,1.0847771,52,Our Starter Kit &amp; Advanced Kit have had a refresh and are now back in stock! b bloggers mua
328,4.579687,0.53252757,53,"perfectly captures our Matte Lipstick in ""Perfect Red"" get yours now from nyx uk cosmetics"
329,4.301727,0.76100075,53,The stunning created a pretty look using NYX! Did you know sell NYX:
330,4.3139753,0.4089507,53,Who has tried our ButterGloss? Which one is your favourite shade? nyx uk cosmetics nyx cosmetics
331,4.46265,-0.18053828,46,Give a beautiful glow to your cheeks with our Born to Glow Illuminators in 'Sunbeam' and 'Gleam'! from
332,3.944134,0.16980611,53,"The only time you will want a two timer...Check out our beautiful double ended eye liner, get yours from"
333,4.856568,1.1781412,47,A big ff to Thank you for being our NYX Blogger for September b bloggers
334,3.7356198,0.37798536,-1,It's the NYX UK website's th Birthday today! happy birthday
335,2.1961796,-2.5072577,-1,We are all set to go for on stand F90! come and say hi!
336,2.1771433,-2.5113635,-1,Getting ready for see you tomorrow on stand F90
337,4.9310045,1.2750654,47,ff NYX Blogger of the Month nd review is up! b bloggers x
338,4.826384,1.3115026,47,Fancy a freebie? Check out our offers: b bloggers nyx
339,4.9595356,1.2244244,47,ff is our NYX Blogger of the Month! Julie's st review is up on our website:
340,4.8775578,0.95153666,47,ff Our NYX BOM Lauren's nd review is up! Slim Eye Pencil &amp; Eyebrow Shaper
341,4.752886,1.2850658,47,Get your brows in shape this weekend! b bloggers nyx beauty
342,4.8957734,1.2263892,47,ff our NYX Blogger of the Month Lauren's st review it up! b bloggers nyx
343,4.886648,1.2554578,47,ff NYX Blogger of the Month for August Check out Lauren's st review here:
344,3.7327578,0.7285207,23,Are You DeprEYEved? All serums now back in stock!
345,4.5042653,0.608652,53,NYX Gel Liner &amp; Slide on Pencils are great waterproof liners in the summer heat! On offer now
346,4.9289846,1.2437276,47,ff NYX Blogger of the Month Sam reviewed NYX Nude on Nude Palette: b bloggers
347,4.5516887,0.7590969,53,Have you ever tried our NYX Grinding Blush? It's currently on offer... b bloggers blush nyx
348,4.9397306,1.2452879,47,"ff NYX Blogger of the Month If you haven't already, read Sam's review here"
349,4.8974037,1.2589147,47,You can take a look at st review over on our website b bloggers nyx
350,3.7572038,0.7414129,53,All of those stunning colours! Grab your own palette from local stores. (Picture from Nyx Manauara IG)
351,3.0512002,0.76389295,54,Which is your fav shade? We just can't decide. Head to to grab your very own.
352,4.469016,0.7947018,53,Speed up drying time with Quick Dry Nail Polish Salon Formula! Get Free on NYX UK website
353,4.8841543,0.13173316,46,The gorgeous on Instagram is wearing our Matte Lipstick in 'Bloody Mary'. Grab yours from
354,4.479242,0.8531612,53,Not long to go until London! Visit on Stands &amp; ! nyx mua makeup artist
355,4.928982,1.2544527,47,ff NYX Blogger of the Month Read Hannah's fab st review b bloggers nyx
356,3.5651164,0.5971298,22,"shows us some of her NYX favs, what are yours?"
357,3.1383908,0.87654865,54,Could these colours be any more perfect? Get your own here:
358,4.9424143,-0.05570181,18,"just loves our Butter Lipglosses in Eclair, Strawberry Parfait, Maple Blondie and Tiramisu."
359,4.471043,0.21937574,53,used our Powder Blush in Desert Rose...who else is in love with this look?
360,4.999159,0.029660719,18,"used Eyebrow Cake Powder-Brunette, Gel Liner-Jet Black and Soft Matte Lip Cream-Amsterdam. Beyond stunning!"
361,4.1952224,0.7606798,53,just LOVES NYX! Get your own NYX from a local store! Full list here:
362,4.876859,0.050143883,18,IG follower used our Soft Matte Lip Cream in Monte Carlo for this simple yet stunning look. Thoughts?
363,4.734457,0.09849816,46,reminds us 'all you need is a little color to make you stand out' try our Gel Liner in Samantha.
364,4.7053576,0.051821724,18,"posted a beautiful picture of our Matte Lip Stick in Merlot, what is your favourite shade?"
365,3.2726886,0.5826827,22,"We love 's choice of NYX goodies, which is your fav?"
366,4.9434423,0.104375534,18,created used Slim Lip Pencil-Orange &amp; Soft Matte Lip Cream-Amsterdam. LOVE
367,4.039192,0.847577,52,"loves her Setting Sprays, grab yours from your local store:"
368,3.54968,0.8412816,53,Perfect spring colours in one lovely palette. Check out some of them in stores.
369,4.9575467,0.09604298,46,An absolutely stunning creation by on Instagram using our Slim Lip Pencil in 'Plush Red'.
370,5.000418,0.29727796,-1,used Jumbo Pencil in Milk and Roll on Shimmer in Platinum. Grab one from Next:
371,4.86641,0.02729202,18,"used Slim Lip pencil ""Hot Pink"" ""Black Berry"" Lipstick ""Bruised"" Retractable Lip Liner ""Black Lips"" WOW!"
372,3.838816,0.46700794,47,Thank you to everyone that entered to win a NYX Directors Chair The winner was Anya! Enjoy your prize
373,4.966038,0.28278106,-1,.krimd_ used our Jumbo Pencil in Iced Mocha for this. Grab one from Next stockists:
374,4.3431334,0.71787107,53,"""If I could wear them all at once, I would."" - chari_frances . You can find all of Butter Glosses on our website."
375,3.9826863,-0.040456828,-1,Valentines day is coming up did a beautiful job with a sweet pink eye and lip look! nyx uk cosmetics
376,4.7743187,0.427366,53,So pretty ! is wearing her Soft Matte Lip Cream in 'Antwerp' nyx uk cosmetics batala sh
377,4.479814,0.67993665,53,What an extraordinary look by using our Butt Naked palette!! nyx uk cosmetics motd make up
378,4.68522,0.45459926,46,The beautiful and talented used our lip liner in Prune. You can pick up one here:
379,3.2122903,-2.4719846,32,"We never meant to exclude anyone, especially not our incredible NHS staff and Key Workers. Thank you for your feedback, weve listened and weve amended our policy, which was reissued today. Were sorry we got it so wrong. We deeply regret all upset that has been caused."
380,3.5299482,-2.5808125,32,"Youve told us, weve listened, weve made some changes. Like all policies live in action, reviews and changes will need to happen, and today we have done that to ensure we can welcome as many of you back as possible, safely."
381,4.6460466,-0.39116836,18,Extreme length with a magnetic FORCE with our brand NEW powerfully attractive They're Real! Magnet mascara The wand's magnetic core + the magnetic mineral enriched formula = draws out lashes to EXTREME lengths Real magnet. Unreal lashes theyre real magnet
382,3.2482452,-2.2133806,32,"(1/2) Benebabes! In line with todays government guidance, our Brow Services will continue to remain on a beauty break. In the meantime, well keep helping you to tame and maintain at home, so stay tuned here for some more brow-raising tips!"
383,3.2743044,-2.3569286,32,"As a precautionary measure in response to COVID-19, were taking a brief beauty break from all services until further notice. Were sorry for the inconvenience, but please know we are doing this to protect the health &amp; safety of our customers (you!) and our Benefit employees."
384,3.4493835,-0.65128386,44,"DEAL ALERT What if we told you, you could get FULL SIZE Hoola bronzer, Benetint cheek tint, BADgal BANG! mascara AS WELL AS new Brow Styler for just when usually these would cost Head over to to shop this limited edition set."
385,3.1425638,-0.8676162,44,"Hi gorgeous! Thanks for reaching out, please see image attached to find your perfect match x"
386,3.1179428,-0.81741893,44,Hi gorgeous! Our Hello Flawless Oxygen Wow foundation has now been discontinued please see image attached to help you find your perfect shade! Xx
387,3.2312472,-0.72718894,44,"Hi gorgeous, YES.. However if you love that powder you will love our hello happy velvet powder! Heres a shade chart to help you match your shade xx"
388,3.1807928,-0.78116155,44,"Hi gorgeous, were so sorry but this product is now discontinued so you may struggle to get it! However if you love hello flawless, you will LOVE our new hello happy velvet powder! Heres a shade guide to help you match your shade! Xx"
389,3.1805978,-0.77088207,44,"Hi gorgeous, yes we have discontinued hello flawless. However if you loved hello flawless, we think you will LOVE our new hello happy velvet powder foundation. Pop into store to get shade matched, heres a shade guide attached however"
390,1.7127011,-0.20661752,45,"We are filming something super exciting this week, and we would love to know ANY brow questions you have! There is no brow query too big or too small, what would you like to know gorgeous? xx"
391,2.3795905,-1.5684333,39,"Tune into FB LIVE at lunchtime today, where we will be talking through our fave beauty products with xx"
392,3.1806586,0.5906416,54,Struggling to find your perfect beauty products? can recommend which products work best for YOU
393,3.4757912,1.039314,23,"Tell us gorgeous, why do you love POREfessional pore fessional"
394,2.516157,-1.1121694,-1,"Get your hands on this must have deal! Our heart mirror, rollerlash, posie balm and hervana for just (+P&amp on at pm today"
395,5.0364676,18.736614,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
396,5.347251,18.504375,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
397,5.3749614,18.756613,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
398,4.925477,18.6476,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
399,5.375944,18.715097,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
400,5.049268,18.412188,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
401,5.377159,18.583902,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
402,5.2492523,18.491476,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
403,4.876956,18.621859,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
404,5.1327095,18.773685,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
405,4.905707,18.645435,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
406,5.2918744,18.584307,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
407,5.1373053,18.415049,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
408,5.0220585,18.694223,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
409,5.1887455,18.794136,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
410,5.10998,18.662685,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
411,5.230813,18.587982,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
412,2.4952998,-0.86519057,-1,They're real family is expanding! Don't miss your chance to get the NEW they're real duo eyeshadow early! Tune into at pm a good pair
413,2.3846836,-1.2935882,-1,Tune into at pm today and don't miss out on getting our NEW they're real! double the lip before nationwide launch a good pair
414,5.278031,18.627897,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
415,4.977068,18.653763,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
416,4.94333,18.547346,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
417,4.966284,18.894295,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
418,5.2491837,18.706541,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
419,5.225282,18.575237,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
420,5.1664987,18.777908,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
421,5.273626,18.686089,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
422,5.269212,18.739378,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
423,4.9388328,18.845875,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
424,5.0635724,18.88965,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
425,5.4086394,18.825697,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
426,5.0235715,18.82257,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
427,5.2181935,18.817158,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
428,5.1373596,18.511936,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
429,5.209085,18.470236,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
430,5.1040053,18.667877,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
431,5.1409035,18.753355,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
432,5.239309,18.681087,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
433,5.243963,18.473757,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
434,5.0503,18.779987,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
435,5.2093215,18.707926,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
436,5.299826,18.697601,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
437,5.048947,18.388079,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
438,4.845145,18.569988,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
439,2.4988866,-1.1016122,39,Don't miss out on the chance to get our new they're real lip and eyeshadows! Tune into QVC Saturday at pm a good pair
440,4.912936,18.598099,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
441,5.1496015,18.57585,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
442,4.941333,18.424444,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
443,5.240829,18.39173,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
444,5.026638,18.4657,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
445,5.105498,18.73989,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
446,5.0145116,18.435589,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
447,5.071855,18.559536,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
448,5.12841,18.556585,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
449,5.1460867,18.52195,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
450,5.0442715,18.457823,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
451,5.008456,18.450233,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
452,5.12085,18.611237,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
453,4.9732313,18.440502,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
454,5.152704,18.66702,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
455,5.0509505,18.594921,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
456,5.111566,18.556868,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
457,5.161268,18.548431,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
458,5.1452856,18.754925,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
459,5.2374167,18.54966,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
460,5.0415244,18.642265,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
461,5.0271645,18.505959,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
462,5.0436664,18.549297,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
463,4.947594,18.516739,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
464,5.073575,18.62104,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
465,5.028404,18.555283,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
466,5.1116705,18.56953,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
467,5.0630336,18.456951,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
468,5.1353655,18.462532,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
469,5.255652,18.457388,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
470,5.112222,18.612623,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
471,5.0908647,18.630798,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
472,5.2278843,18.417679,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
473,5.0275726,18.596134,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
474,5.135276,18.42361,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
475,5.079376,18.546267,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
476,5.084136,18.432394,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
477,5.1083975,18.402098,1,"Forget the resolutions, youre pretty perfect already, gorgeous! be your own hero"
478,-0.093520366,-0.5587172,15,Look at Tik and Tok and their adorable little friend!! so cute
479,-0.42159843,-0.97888863,34,RT : I just got Buy Wine Tour + Get Free from ! free is better vancouver
480,-0.012764868,-0.5728112,15,Tik and Tok are out at UBC for the football opener! Find them for free cupcakes!!
481,-0.11374307,-0.5289965,15,Tik and Tok out with Gord at UBC. Looking for offers to keep you TikTok'n
482,0.53122747,-0.62417203,15,Do you have room for Tok in your sorority? She'll bring free goodies to every meeting! free is better!
483,0.10540838,-0.6668908,15,Hi from UBC!! Tik and Tok are here with FREE cupcakes today. Come find us!
484,0.01827322,-0.6883093,15,Tok just won $25 from ! ubc imagine day
485,-0.45940706,-0.8878012,34,"RT : If I owned a business, I'd be SO lucky to have free advertising. *POOF* Look- its magic tik tok"
486,0.38239783,-0.58953524,15,Have any events coming up for the start of school? We'd love to send Tik &amp; Tok by. free stuff
487,-0.066912495,-0.54934096,15,Tik and Tok are in San fran and need to hit the gym...they're looking a little large around the waist
488,-0.19726989,-1.1481091,34,We should be promoting this on TikTok! RT : Beef Carpaccio- It's half off during Happy Hour from -6pm!
489,0.077281475,-1.5193527,34,BERRY COOL!! Free Berry Express Facial from Cranberries Spa! via today free is better vancouver
490,-0.38301563,-0.98775524,34,"random acts of freeness! RT : Giant Jello shots? Nope, its street team handing out coupons in Yaletown."
491,1.2923106,0.22346699,55,popup party cuteness to the max! This guy came by for a free high-5!!
492,0.062120523,-1.2300807,33,random acts of freeness at in mins. Come by for a $10 GC absolutely free
493,-0.24739213,-0.85101056,34,Nice work TOK'er! RT : me with my FREE IPAD!!! YOU GUYS *ROCK*!!!
494,-0.042350534,-0.5784103,15,Check out Tik and Tok during rehearsal with the Felions! fun
495,-0.28606907,-1.0783607,34,bacon mondays! RT : I just got Free Bacon! from ! free is better burnaby
496,-0.18607798,-1.1078782,34,TikTok'ers just got free Garlic Fries at ! More free deals at !
497,-0.31297994,-1.0373898,34,"Seriously. Age discrimination shouldn't be allowed. RT : come on, I want karate lessons too."
498,-0.4219866,-0.9679121,34,RT : RT : Love finding deals? is launching in yeg. That's founder -
499,-0.36898798,-0.9689952,34,awesome RT : I just got Free Week Of Training from K Fitness! free is better vancouver
500,-0.16842131,-1.1910628,34,Holy moly! drooling RT : Maple Bacon Caesar and at
501,-0.39806896,-0.9726864,34,RT : GET THIS app if you live in vancouver !! free stuff all day.. Seriously
502,-0.12884152,-0.8209987,15,Tok is lookin' good! RT : Got a cookie after all from ! Thanks for coming to !
503,-0.06631323,-0.64771914,15,"And u thought they couldn't get sweeter! RT : Introducing Tik & Tok, mascots for -cookie form!"
504,1.979088,-0.62113523,43,A little runner found us! sun run for everyone.
505,-0.42067254,-0.9512364,34,RT : We're giving away business cards FOR FREE through download the app to find out more yvr
506,-0.3408171,-1.0019466,34,free tacos from ! yum RT : let the deals begin
507,-0.035242938,-0.5110171,15,Almost as cute as Tik and Tok! vancouver red and greenlights
508,-0.07018915,-0.5717901,15,"Cool! Not sure why they didn't ask Tik and Tok but hey, that's ok!"
509,0.0014788634,-0.7769005,15,Can you guess which restaurant Tik and Tok are at? yaletown vancouver free is better
510,0.31486526,2.5576136,29,Making a movie for . yoga superstars in the making! vancouver namaste
511,-0.119729504,-0.48686257,15,"Movie stars getting ready for their scene !! Tik, Tok, , free is better"
512,-0.07324437,-0.8476353,15,Oh yeah...that's definitely us! RT : ! RT : Couple of interesting characters visited YBC!
513,2.5443742,0.61673045,-1,Friday workout at before we hit for spiked frapps sculpt firm
514,3.2150788,-0.8699038,-1,thanks for letting us sop by to look at the tutu to kloves it
515,0.027106483,-0.9211484,-1,Amazing! We will definitely be supporters of that wine! RT : Maybe should try this wine!
